,id,dateStart,dateEnd
1868,4261,2017-03-05T11:00:00+03:00,2017-03-05T15:00:00+03:00
1869,4262,2017-03-31T20:00:00+03:00,2017-04-04T20:00:00+03:00
1870,4263,2017-05-05T20:00:00+03:00,2017-05-09T20:00:00+03:00
1871,4264,2016-11-26T12:00:00+03:00,2016-11-27T16:00:00+03:00
1872,4265,2017-06-10T14:00:00+03:00,2017-06-10T18:30:00+03:00
1873,4266,2017-07-21T19:00:00+03:00,2017-07-25T19:00:00+03:00
1874,4267,2017-03-18T11:00:00+03:00,2017-03-20T20:00:00+03:00
1875,4268,2017-03-24T19:00:00+03:00,2017-03-28T18:59:00+03:00
1876,4269,2017-05-26T19:00:00+03:00,2017-05-30T19:00:00+03:00
1877,4270,2017-04-29T14:00:00+03:00,2017-05-01T16:00:00+03:00
1878,4271,2017-03-12T13:00:00+03:00,2017-03-12T18:00:00+03:00
1879,4272,2017-07-14T20:00:00+03:00,2017-07-18T20:00:00+03:00
1880,4273,2017-04-21T19:00:00+03:00,2017-04-25T19:00:00+03:00
1881,4274,2017-03-31T19:00:00+03:00,2017-04-04T19:00:00+03:00
1882,4275,2017-04-21T20:00:00+03:00,2017-04-25T20:00:00+03:00
1883,4276,2017-04-28T14:00:00+03:00,2017-05-02T14:00:00+03:00
1884,4277,2016-12-01T18:00:00+03:00,2016-12-01T20:00:00+03:00
1885,4278,2017-02-16T18:30:00+03:00,2017-02-16T20:30:00+03:00
1886,4279,2016-09-23T20:00:00+03:00,2017-03-07T20:00:00+03:00
1887,4280,2016-09-30T09:00:00+03:00,2017-03-28T14:00:00+03:00
1888,4281,2017-07-21T12:00:00+03:00,2017-07-23T18:00:00+03:00
1889,4282,2016-10-10T18:00:00+03:00,2017-02-16T20:30:00+03:00
1890,4284,2017-04-09T11:00:00+03:00,2017-04-09T16:30:00+03:00
1891,4285,2017-03-26T11:00:00+03:00,2017-03-26T15:00:00+03:00
1892,4286,2017-04-11T09:00:00+03:00,2017-04-15T09:00:00+03:00
1893,4287,2017-07-28T19:00:00+03:00,2017-08-01T19:00:00+03:00
1894,4288,2017-03-26T19:00:00+03:00,2017-03-30T19:00:00+03:00
1895,4289,2017-09-16T16:00:00+03:00,2017-09-20T16:00:00+03:00
1896,4290,2017-03-19T12:00:00+03:00,2017-03-19T16:00:00+03:00
1897,4291,2017-06-02T19:00:00+03:00,2017-06-06T19:00:00+03:00
1898,4292,2017-10-21T12:00:00+03:00,2017-10-22T16:00:00+03:00
1899,4293,2017-04-01T14:00:00+03:00,2017-04-02T14:00:00+03:00
1900,4294,2017-03-27T19:00:00+03:00,2017-03-27T21:00:00+03:00
1901,4295,2017-04-09T11:00:00+03:00,2017-04-09T16:00:00+03:00
1902,4296,2017-04-09T10:30:00+03:00,2017-04-09T14:30:00+03:00
1903,4297,2017-04-14T19:00:00+03:00,2017-04-14T22:00:00+03:00
1904,4298,2017-04-22T14:00:00+03:00,2017-04-23T16:00:00+03:00
1905,4299,2017-05-13T18:00:00+03:00,2017-05-13T22:00:00+03:00
1906,4300,2017-03-25T14:00:00+03:00,2017-03-26T14:00:00+03:00
1907,4301,2017-04-02T12:00:00+03:00,2017-04-02T18:00:00+03:00
1908,4302,2017-04-14T19:00:00+03:00,2017-04-18T18:59:00+03:00
1909,4303,2017-10-21T09:00:00+03:00,2017-10-25T09:00:00+03:00
1910,4304,2016-10-02T11:00:00+03:00,2016-10-02T16:00:00+03:00
1911,4305,2017-04-09T11:00:00+03:00,2017-04-09T16:00:00+03:00
1912,4306,2017-05-26T19:00:00+03:00,2017-05-30T19:00:00+03:00
1913,4307,2017-05-05T20:00:00+03:00,2017-05-09T20:00:00+03:00
1914,4308,2017-05-27T12:00:00+03:00,2017-05-28T16:00:00+03:00
1915,4309,2017-09-15T18:45:00+03:00,2017-09-19T18:45:00+03:00
1916,4310,2017-04-29T12:00:00+03:00,2017-05-01T17:00:00+03:00
1917,4311,2017-09-08T19:00:00+03:00,2017-09-12T19:00:00+03:00
1918,4312,2017-06-03T13:30:00+03:00,2017-06-04T15:00:00+03:00
1919,4313,2017-05-28T12:00:00+03:00,2017-05-28T17:00:00+03:00
1920,4314,2017-06-25T12:00:00+03:00,2017-06-25T19:00:00+03:00
1921,4315,2017-06-30T19:00:00+03:00,2017-07-04T19:00:00+03:00
1922,4316,2016-10-17T00:00:00+03:00,2017-04-06T22:00:00+03:00
1923,4317,2017-05-12T18:00:00+03:00,2017-05-16T18:00:00+03:00
1924,4318,2016-10-13T00:00:00+03:00,2017-04-10T22:00:00+03:00
1925,4319,2017-04-28T19:00:00+03:00,2017-05-02T19:00:00+03:00
1926,4320,2017-05-12T14:00:00+03:00,2017-05-16T14:00:00+03:00
1927,4321,2017-03-16T14:00:00+03:00,2017-03-16T14:00:00+03:00
1928,4322,2017-03-22T14:00:00+03:00,2017-03-22T14:00:00+03:00
1929,4323,2017-03-24T14:00:00+03:00,2017-03-24T14:00:00+03:00
1930,4324,2017-03-28T14:00:00+03:00,2017-03-28T14:00:00+03:00
1931,4325,2017-03-31T14:00:00+03:00,2017-03-31T14:00:00+03:00
1932,4326,2017-04-07T14:00:00+03:00,2017-04-07T14:00:00+03:00
1933,4327,2017-06-24T11:00:00+03:00,2017-06-25T16:00:00+03:00
1934,4328,2017-12-08T18:05:00+03:00,2017-12-11T19:00:00+03:00
1935,4329,2018-03-30T12:00:00+03:00,2018-04-02T20:00:00+03:00
1936,4330,2017-10-20T19:05:00+03:00,2018-04-17T19:00:00+03:00
1937,4331,2017-10-20T19:05:00+03:00,2017-10-24T19:00:00+03:00
1938,4332,2017-12-01T19:05:00+03:00,2017-12-05T19:00:00+03:00
1939,4333,2018-01-26T19:05:00+03:00,2018-01-30T19:00:00+03:00
1940,4334,2018-03-02T19:05:00+03:00,2018-03-06T19:00:00+03:00
1941,4335,2018-04-13T19:05:00+03:00,2018-04-17T19:00:00+03:00
1942,4336,2017-05-06T12:00:00+03:00,2017-05-09T20:00:00+03:00
1943,4337,2017-09-01T19:00:00+03:00,2017-09-05T19:00:00+03:00
1944,4338,2017-05-19T19:00:00+03:00,2017-05-23T19:00:00+03:00
1945,4339,2017-05-20T10:00:00+03:00,2017-05-21T16:00:00+03:00
1946,4340,2016-10-09T00:00:00+03:00,2017-04-17T19:00:00+03:00
1947,4341,2017-09-01T18:00:00+03:00,2017-09-05T18:00:00+03:00
1948,4342,2017-06-09T18:00:00+03:00,2017-06-13T18:00:00+03:00
1949,4343,2017-12-29T19:00:00+03:00,2018-01-02T19:00:00+03:00
1950,4344,2017-07-07T19:00:00+03:00,2017-07-11T19:00:00+03:00
1951,4345,2017-06-11T12:00:00+03:00,2017-06-12T17:00:00+03:00
1952,4346,2017-05-01T12:00:00+03:00,2017-05-01T15:00:00+03:00
1953,4347,2017-05-06T12:30:00+03:00,2017-05-06T17:00:00+03:00
1954,4348,2017-06-03T12:00:00+03:00,2017-06-03T17:00:00+03:00
1955,4349,2017-12-22T18:45:00+03:00,2017-12-26T18:45:00+03:00
1956,4350,2017-05-06T12:00:00+03:00,2017-05-06T16:00:00+03:00
1957,4351,2017-05-07T12:00:00+03:00,2017-05-10T23:55:00+03:00
1958,4352,2017-05-07T15:15:00+03:00,2017-05-07T19:00:00+03:00
1959,4353,2017-06-02T14:00:00+03:00,2017-06-06T14:00:00+03:00
1960,4354,2017-05-05T19:30:00+03:00,2017-05-09T19:29:00+03:00
1961,4355,2017-05-08T11:00:00+03:00,2017-05-08T17:00:00+03:00
1962,4356,2017-03-11T14:00:00+03:00,2017-03-12T14:00:00+03:00
1963,4357,2017-04-02T10:00:00+03:00,2017-04-02T14:00:00+03:00
1964,4358,2017-06-03T11:00:00+03:00,2017-06-03T19:00:00+03:00
1965,4359,2017-05-02T19:00:00+03:00,2017-05-02T21:00:00+03:00
1966,4360,2017-05-21T10:00:00+03:00,2017-05-21T13:00:00+03:00
1967,4361,2017-05-21T12:00:00+03:00,2017-05-21T17:00:00+03:00
1968,4362,2017-11-10T19:00:00+03:00,2017-11-14T19:00:00+03:00
1969,4363,2017-05-13T10:00:00+03:00,2017-05-14T16:00:00+03:00
1970,4364,2017-09-22T20:00:00+03:00,2017-09-26T20:00:00+03:00
1971,4365,2017-10-13T20:00:00+03:00,2017-10-17T20:00:00+03:00
1972,4366,2017-11-03T20:00:00+03:00,2017-11-07T20:00:00+03:00
1973,4367,2017-11-24T20:00:00+03:00,2017-11-28T20:00:00+03:00
1974,4368,2017-12-15T20:00:00+03:00,2017-12-19T20:00:00+03:00
1975,4369,2018-02-16T20:00:00+03:00,2018-02-20T20:00:00+03:00
1976,4370,2017-06-23T18:00:00+03:00,2017-06-27T18:00:00+03:00
1977,4371,2017-06-03T14:00:00+03:00,2017-06-04T14:00:00+03:00
1978,4372,2017-07-08T13:00:00+03:00,2017-07-09T15:30:00+03:00
1979,4373,2017-08-04T18:00:00+03:00,2017-08-08T18:00:00+03:00
1980,4374,2017-06-09T19:00:00+03:00,2017-06-13T19:00:00+03:00
1981,4375,2018-02-02T19:00:00+03:00,2018-02-06T19:00:00+03:00
1982,4376,2017-05-13T12:00:00+03:00,2017-05-13T16:00:00+03:00
1983,4377,2017-06-02T19:00:00+03:00,2017-06-06T19:00:00+03:00
1984,4378,2017-07-08T10:00:00+03:00,2017-07-11T23:00:00+03:00
1985,4379,2017-05-28T10:00:00+03:00,2017-05-28T15:00:00+03:00
1986,4380,2017-05-28T08:00:00+03:00,2017-05-28T12:00:00+03:00
1987,4381,2017-06-10T12:00:00+03:00,2017-06-10T17:00:00+03:00
1988,4383,2017-05-15T19:00:00+03:00,2017-05-15T21:00:00+03:00
1989,4384,2017-06-23T17:00:00+03:00,2017-06-26T23:59:00+03:00
1990,4385,2017-11-04T14:00:00+03:00,2017-11-05T14:00:00+03:00
1991,4387,2017-10-14T12:00:00+03:00,2017-10-15T16:30:00+03:00
1992,4388,2017-07-14T14:00:00+03:00,2017-07-18T14:00:00+03:00
1993,4389,2017-06-03T00:00:00+03:00,2017-06-06T23:00:00+03:00
1994,4390,2017-10-07T14:00:00+03:00,2017-10-08T14:00:00+03:00
1995,4391,2017-07-14T18:45:00+03:00,2017-07-18T18:45:00+03:00
1996,4392,2017-05-27T13:00:00+03:00,2017-05-28T17:00:00+03:00
1997,4393,2017-05-20T14:00:00+03:00,2017-05-20T17:00:00+03:00
1998,4394,2017-06-04T11:00:00+03:00,2017-06-04T17:00:00+03:00
1999,4395,2017-06-16T19:00:00+03:00,2017-06-20T19:00:00+03:00
2000,4396,2017-10-07T12:00:00+03:00,2017-10-08T16:00:00+03:00
2001,4397,2017-10-28T11:00:00+03:00,2017-10-28T17:00:00+03:00
2002,4398,2017-04-08T11:00:00+03:00,2017-04-08T00:00:00+03:00
2003,4399,2017-07-07T19:00:00+03:00,2017-07-11T19:00:00+03:00
2004,4400,2017-06-13T19:00:00+03:00,2017-06-13T22:00:00+03:00
2005,4401,2018-07-06T19:00:00+03:00,2018-07-10T19:00:00+03:00
2006,4402,2017-06-09T14:00:00+03:00,2017-06-12T14:00:00+03:00
2007,4403,2017-11-17T20:00:00+03:00,2017-11-21T20:00:00+03:00
2008,4404,2018-01-12T20:00:00+03:00,2018-01-16T20:00:00+03:00
2009,4405,2017-09-15T14:00:00+03:00,2017-09-16T18:00:00+03:00
2010,4406,2017-09-29T14:00:00+03:00,2017-10-03T14:00:00+03:00
2011,4407,2017-06-30T20:00:00+03:00,2017-07-04T20:00:00+03:00
2012,4408,2017-06-30T19:00:00+03:00,2017-08-30T00:00:00+03:00
2013,4409,2017-06-16T18:00:00+03:00,2017-06-20T18:00:00+03:00
2014,4410,2017-04-05T14:00:00+03:00,2017-04-05T19:00:00+03:00
2015,4411,2017-09-09T13:00:00+03:00,2017-09-10T15:00:00+03:00
2016,4412,2017-10-27T18:45:00+03:00,2017-10-31T18:45:00+03:00
2017,4413,2018-02-23T18:45:00+03:00,2018-02-27T18:45:00+03:00
2018,4414,2017-08-11T20:00:00+03:00,2017-08-15T20:00:00+03:00
2019,4415,2017-10-27T19:05:00+03:00,2017-10-31T19:05:00+03:00
2020,4416,2017-06-12T18:30:00+03:00,2017-06-12T21:30:00+03:00
2021,4417,2017-11-17T19:00:00+03:00,2017-11-21T19:00:00+03:00
2022,4418,2017-10-27T18:00:00+03:00,2017-10-31T18:00:00+03:00
2023,4419,2017-05-25T14:00:00+03:00,2017-05-26T14:00:00+03:00
2024,4420,2017-07-21T19:00:00+03:00,2017-07-25T19:00:00+03:00
2025,4421,2017-10-21T14:00:00+03:00,2017-10-21T19:00:00+03:00
2026,4422,2017-10-22T12:00:00+03:00,2017-10-22T18:00:00+03:00
2027,4423,2017-11-18T14:00:00+03:00,2017-11-19T17:00:00+03:00
2028,4424,2017-10-01T14:00:00+03:00,2017-10-01T18:00:00+03:00
2029,4425,2017-09-22T19:00:00+03:00,2017-09-26T19:00:00+03:00
2030,4426,2017-08-04T14:00:00+03:00,2017-08-08T14:00:00+03:00
2031,4427,2017-10-06T20:00:00+03:00,2017-10-10T20:00:00+03:00
2032,4428,2017-07-28T19:00:00+03:00,2017-08-01T19:00:00+03:00
2033,4429,2018-04-21T12:00:00+03:00,2018-04-22T17:00:00+03:00
2034,4430,2018-02-09T19:00:00+03:00,2018-02-13T19:00:00+03:00
2035,4431,2017-07-14T19:00:00+03:00,2017-07-18T19:00:00+03:00
2036,4432,2017-07-30T12:30:00+03:00,2017-07-30T16:00:00+03:00
2037,4433,2017-08-12T14:00:00+03:00,2017-08-13T19:00:00+03:00
2038,4434,2017-08-18T19:00:00+03:00,2017-08-22T19:00:00+03:00
2039,4435,2017-09-16T16:00:00+03:00,2017-09-20T16:00:00+03:00
2040,4436,2017-08-18T18:00:00+03:00,2017-08-22T18:00:00+03:00
2041,4437,2017-07-08T13:00:00+03:00,2017-07-09T15:00:00+03:00
2042,4438,2017-07-29T14:00:00+03:00,2017-07-29T17:00:00+03:00
2043,4439,2017-07-02T10:00:00+03:00,2017-07-02T14:00:00+03:00
2044,4440,2018-03-31T12:00:00+03:00,2018-03-31T18:00:00+03:00
2045,4441,2017-07-22T14:00:00+03:00,2017-07-22T18:00:00+03:00
2046,4442,2017-07-28T20:00:00+03:00,2017-08-01T20:00:00+03:00
2047,4443,2018-05-06T12:00:00+03:00,2018-05-06T16:00:00+03:00
2048,4444,2017-11-26T13:00:00+03:00,2017-11-26T17:00:00+03:00
2049,4446,2017-07-09T11:00:00+03:00,2017-07-09T17:00:00+03:00
2050,4447,2017-09-30T11:45:00+03:00,2017-09-30T17:20:00+03:00
2051,4448,2017-07-28T18:00:00+03:00,2017-08-01T15:00:00+03:00
2052,4449,2017-08-26T14:00:00+03:00,2017-08-26T18:00:00+03:00
2053,4450,2017-08-27T11:00:00+03:00,2017-08-27T17:00:00+03:00
2054,4451,2017-08-04T19:00:00+03:00,2017-08-08T19:00:00+03:00
2055,4452,2018-05-12T12:00:00+03:00,2018-05-13T18:00:00+03:00
2056,4453,2018-05-18T19:00:00+03:00,2018-05-22T19:00:00+03:00
2057,4454,2017-11-11T15:30:00+03:00,2017-11-12T14:30:00+03:00
2058,4455,2017-11-11T15:30:00+03:00,2017-11-15T15:30:00+03:00
2059,4456,2017-11-17T18:45:00+03:00,2017-11-21T18:45:00+03:00
2060,4458,2018-04-20T18:45:00+03:00,2018-04-24T18:45:00+03:00
2061,4459,2017-10-08T11:00:00+03:00,2017-10-08T15:00:00+03:00
2062,4460,2017-10-06T18:00:00+03:00,2017-10-10T18:00:00+03:00
2063,4461,2017-12-02T14:00:00+03:00,2017-12-03T14:00:00+03:00
2064,4462,2017-08-25T19:00:00+03:00,2017-08-29T19:00:00+03:00
2065,4463,2017-09-08T14:00:00+03:00,2017-09-12T14:00:00+03:00
2066,4464,2017-10-06T14:00:00+03:00,2017-10-10T14:00:00+03:00
2067,4465,2017-12-01T14:00:00+03:00,2017-12-05T14:00:00+03:00
2068,4466,2017-09-02T12:00:00+03:00,2017-09-02T18:00:00+03:00
2069,4467,2017-10-01T11:00:00+03:00,2017-10-01T15:00:00+03:00
2070,4468,2017-07-29T10:00:00+03:00,2017-07-30T17:00:00+03:00
2071,4469,2017-09-23T14:00:00+03:00,2017-09-24T16:00:00+03:00
2072,4470,2018-02-14T00:00:00+03:00,2018-04-30T21:55:00+03:00
2073,4471,2017-09-29T18:00:00+03:00,2017-10-03T18:00:00+03:00
2074,4472,2018-03-31T14:00:00+03:00,2018-04-01T14:00:00+03:00
2075,4473,2018-04-06T12:00:00+03:00,2018-04-10T12:00:00+03:00
2076,4474,2017-10-07T10:00:00+03:00,2017-10-11T10:00:00+03:00
2077,4475,2017-10-28T16:00:00+03:00,2017-10-29T14:00:00+03:00
2078,4476,2017-08-25T20:00:00+03:00,2017-08-29T20:00:00+03:00
2079,4477,2017-09-08T19:00:00+03:00,2017-09-12T19:00:00+03:00
2080,4478,2017-09-01T19:00:00+03:00,2017-09-05T14:00:00+03:00
2081,4479,2017-09-01T19:00:00+03:00,2017-09-05T19:00:00+03:00
2082,4480,2017-09-22T20:00:00+03:00,2017-09-26T20:00:00+03:00
2083,4481,2018-04-06T19:00:00+03:00,2018-04-10T19:00:00+03:00
2084,4483,2017-10-13T20:00:00+03:00,2017-10-17T20:00:00+03:00
2085,4484,2018-01-12T19:00:00+03:00,2018-01-16T19:00:00+03:00
2086,4485,2017-08-19T14:00:00+03:00,2017-08-19T20:00:00+03:00
2087,4486,2017-11-17T18:00:00+03:00,2017-12-19T18:00:00+03:00
2088,4487,2018-02-02T00:00:00+03:00,2018-02-28T23:00:00+03:00
2089,4488,2018-04-01T10:00:00+03:00,2018-04-30T19:55:00+03:00
2090,4489,2017-09-16T10:00:00+03:00,2017-09-17T19:00:00+03:00
2091,4490,2017-09-03T10:00:00+03:00,2017-09-03T15:00:00+03:00
2092,4491,2017-08-25T18:00:00+03:00,2017-08-29T18:00:00+03:00
2093,4492,2017-10-06T14:00:00+03:00,2017-10-10T14:00:00+03:00
2094,4493,2017-11-10T19:00:00+03:00,2017-11-14T19:00:00+03:00
2095,4494,2017-12-08T19:00:00+03:00,2017-12-12T19:00:00+03:00
2096,4495,2018-02-09T19:00:00+03:00,2018-02-13T19:00:00+03:00
2097,4496,2018-03-09T14:00:00+03:00,2018-03-13T14:00:00+03:00
2098,4497,2018-04-06T19:00:00+03:00,2018-04-10T19:00:00+03:00
2099,4498,2017-09-15T18:00:00+03:00,2017-09-19T18:00:00+03:00
2100,4499,2017-12-02T14:00:00+03:00,2017-12-02T18:00:00+03:00
2101,4500,2017-12-08T18:00:00+03:00,2017-12-12T18:00:00+03:00
2102,4501,2018-01-05T19:00:00+03:00,2018-01-09T19:00:00+03:00
2103,4502,2017-10-15T12:00:00+03:00,2017-10-15T16:00:00+03:00
2104,4503,2017-09-08T20:00:00+03:00,2017-09-12T20:00:00+03:00
2105,4504,2017-09-29T20:00:00+03:00,2017-10-03T20:00:00+03:00
2106,4505,2017-10-06T20:00:00+03:00,2017-10-10T20:00:00+03:00
2107,4506,2017-11-24T20:00:00+03:00,2017-11-28T20:00:00+03:00
2108,4507,2017-12-22T20:00:00+03:00,2017-12-26T20:00:00+03:00
2109,4508,2018-02-02T20:00:00+03:00,2018-02-06T20:00:00+03:00
2110,4509,2018-03-16T20:00:00+03:00,2018-03-20T20:00:00+03:00
2111,4510,2018-04-13T20:00:00+03:00,2018-04-17T20:00:00+03:00
2112,4511,2017-12-15T20:00:00+03:00,2017-12-19T20:00:00+03:00
2113,4513,2017-08-28T14:00:00+03:00,2017-08-28T19:00:00+03:00
2114,4515,2017-10-06T19:00:00+03:00,2017-10-10T19:00:00+03:00
2115,4516,2017-09-15T14:00:00+03:00,2017-09-19T14:00:00+03:00
2116,4517,2017-10-07T13:00:00+03:00,2017-10-07T18:00:00+03:00
2117,4518,2017-09-17T15:00:00+03:00,2017-09-17T20:00:00+03:00
2118,4519,2017-09-22T19:30:00+03:00,2017-09-26T19:30:00+03:00
2119,4520,2017-09-29T17:00:00+03:00,2017-10-03T17:00:00+03:00
2120,4521,2018-05-05T15:10:00+03:00,2018-05-06T16:30:00+03:00
2121,4522,2017-11-10T19:00:00+03:00,2017-11-14T19:00:00+03:00
2122,4523,2017-12-22T14:00:00+03:00,2017-12-26T14:00:00+03:00
2123,4524,2017-09-16T13:00:00+03:00,2017-09-17T17:00:00+03:00
2124,4525,2017-09-04T19:00:00+03:00,2017-09-04T21:30:00+03:00
2125,4526,2017-10-21T12:00:00+03:00,2017-10-22T14:00:00+03:00
2126,4527,2017-09-22T19:00:00+03:00,2017-09-26T18:59:00+03:00
2127,4528,2017-10-14T14:00:00+03:00,2017-10-15T14:00:00+03:00
2128,4529,2017-10-20T19:00:00+03:00,2017-10-24T19:00:00+03:00
2129,4530,2018-03-09T19:00:00+03:00,2018-03-10T18:00:00+03:00
2130,4531,2017-11-03T14:00:00+03:00,2017-11-07T14:00:00+03:00
2131,4532,2018-02-10T11:00:00+03:00,2018-02-11T15:00:00+03:00
2132,4533,2017-12-01T20:00:00+03:00,2017-12-05T20:00:00+03:00
2133,4534,2017-10-01T12:00:00+03:00,2017-10-01T16:30:00+03:00
2134,4535,2017-10-09T19:00:00+03:00,2017-10-09T21:00:00+03:00
2135,4536,2017-11-08T19:00:00+03:00,2017-11-08T21:00:00+03:00
2136,4537,2017-12-04T19:00:00+03:00,2017-12-04T21:00:00+03:00
2137,4538,2018-02-12T19:00:00+03:00,2018-02-12T21:00:00+03:00
2138,4539,2018-03-12T19:00:00+03:00,2018-03-12T21:00:00+03:00
2139,4540,2018-04-09T19:00:00+03:00,2018-04-09T21:00:00+03:00
2140,4541,2017-10-07T12:00:00+03:00,2017-10-07T16:00:00+03:00
2141,4542,2018-05-11T19:00:00+03:00,2018-05-15T19:00:00+03:00
2142,4543,2017-11-24T14:00:00+03:00,2017-11-28T14:00:00+03:00
2143,4544,2017-10-06T14:00:00+03:00,2017-10-10T14:00:00+03:00
2144,4545,2017-10-13T19:00:00+03:00,2017-10-17T19:00:00+03:00
2145,4546,2018-02-16T19:00:00+03:00,2018-02-20T19:00:00+03:00
2146,4548,2018-08-10T19:30:00+03:00,2018-08-14T19:30:00+03:00
2147,4549,2018-02-11T00:00:00+03:00,2018-02-14T23:00:00+03:00
2148,4550,2017-10-08T11:00:00+03:00,2017-10-08T17:00:00+03:00
2149,4552,2017-12-30T13:00:00+03:00,2018-01-03T13:00:00+03:00
2150,4553,2017-10-13T20:00:00+03:00,2017-10-17T20:00:00+03:00
2151,4554,2017-10-13T19:00:00+03:00,2017-10-17T19:00:00+03:00
2152,4555,2017-11-10T19:00:00+03:00,2017-11-14T19:00:00+03:00
2153,4556,2017-12-08T19:00:00+03:00,2017-12-12T19:00:00+03:00
2154,4557,2018-02-16T19:00:00+03:00,2018-02-20T19:00:00+03:00
2155,4558,2018-03-16T19:00:00+03:00,2018-03-20T19:00:00+03:00
2156,4559,2018-04-13T19:00:00+03:00,2018-04-17T19:00:00+03:00
2157,4560,2017-10-13T19:00:00+03:00,2018-04-17T19:00:00+03:00
2158,4562,2017-10-20T19:00:00+03:00,2017-10-24T19:00:00+03:00
2159,4563,2017-10-27T20:00:00+03:00,2017-10-31T20:00:00+03:00
2160,4566,2017-11-10T19:00:00+03:00,2017-11-14T19:00:00+03:00
2161,4567,2017-11-03T12:00:00+03:00,2017-11-07T12:00:00+03:00
2162,4568,2017-11-18T13:00:00+03:00,2017-11-19T15:30:00+03:00
2163,4569,2018-03-09T19:00:00+03:00,2018-03-13T19:00:00+03:00
2164,4572,2017-11-25T12:00:00+03:00,2017-11-26T21:00:00+03:00
2165,4573,2018-05-13T12:00:00+03:00,2018-05-13T18:00:00+03:00
2166,4574,2017-10-28T07:00:00+03:00,2017-10-29T13:00:00+03:00
2167,4575,2017-12-01T19:00:00+03:00,2017-12-05T19:00:00+03:00
2168,4576,2018-06-09T14:00:00+03:00,2018-06-13T14:00:00+03:00
2169,4577,2018-02-25T13:00:00+03:00,2018-02-25T17:00:00+03:00
2170,4578,2018-03-02T19:00:00+03:00,2018-03-06T19:00:00+03:00
2171,4579,2017-10-21T10:00:00+03:00,2017-10-25T10:00:00+03:00
2172,4580,2017-10-21T13:00:00+03:00,2017-10-22T19:00:00+03:00
2173,4581,2017-11-17T18:00:00+03:00,2017-11-21T18:00:00+03:00
2174,4582,2017-10-28T12:00:00+03:00,2017-10-29T18:00:00+03:00
2175,4583,2017-10-20T19:00:00+03:00,2017-10-24T19:00:00+03:00
2176,4584,2018-03-23T14:00:00+03:00,2018-03-27T14:00:00+03:00
2177,4585,2018-04-14T11:30:00+03:00,2018-04-15T18:00:00+03:00
2178,4586,2017-10-29T10:00:00+03:00,2017-11-02T10:00:00+03:00
2179,4587,2017-12-24T10:00:00+03:00,2017-12-28T10:00:00+03:00
2180,4588,2018-02-04T00:00:00+03:00,2018-02-07T23:55:00+03:00
2181,4589,2018-04-22T00:00:00+03:00,2018-04-25T23:55:00+03:00
2182,4590,2018-06-03T00:00:00+03:00,2018-06-06T23:55:00+03:00
2183,4591,2018-08-19T00:00:00+03:00,2018-08-22T23:55:00+03:00
2184,4592,2017-10-29T10:00:00+03:00,2018-08-22T23:55:00+03:00
2185,4593,2017-11-11T10:00:00+03:00,2017-11-12T17:00:00+03:00
2186,4594,2018-01-07T00:00:00+03:00,2018-01-07T16:00:00+03:00
2187,4595,2018-01-12T19:30:00+03:00,2018-01-16T19:30:00+03:00
2188,4596,2017-11-19T13:30:00+03:00,2017-11-19T17:30:00+03:00
2189,4597,2017-11-10T19:00:00+03:00,2017-11-14T19:00:00+03:00
2190,4598,2018-01-05T19:00:00+03:00,2018-01-09T19:00:00+03:00
2191,4599,2017-11-12T11:00:00+03:00,2017-11-12T18:00:00+03:00
2192,4600,2017-10-12T17:50:00+03:00,2017-10-12T20:00:00+03:00
2193,4601,2018-01-12T14:00:00+03:00,2018-01-16T14:00:00+03:00
2194,4602,2017-11-24T19:00:00+03:00,2017-11-28T19:00:00+03:00
2195,4603,2017-10-12T19:00:00+03:00,2017-10-12T22:00:00+03:00
2196,4604,2018-03-23T19:00:00+03:00,2018-03-27T19:00:00+03:00
2197,4605,2017-10-29T12:00:00+03:00,2017-10-29T16:00:00+03:00
2198,4606,2017-12-10T12:00:00+03:00,2017-12-10T17:00:00+03:00
2199,4607,2017-10-30T19:00:00+03:00,2017-10-30T21:00:00+03:00
2200,4608,2017-11-03T18:30:00+03:00,2017-11-05T16:00:00+03:00
2201,4609,2017-10-14T14:00:00+03:00,2017-10-15T00:00:00+03:00
2202,4610,2018-05-11T19:30:00+03:00,2018-05-15T19:30:00+03:00
2203,4611,2017-10-28T15:00:00+03:00,2017-10-28T21:00:00+03:00
2204,4612,2017-12-09T13:00:00+03:00,2017-12-10T15:00:00+03:00
2205,4613,2017-10-29T11:00:00+03:00,2017-10-29T15:00:00+03:00
2206,4614,2017-09-08T20:00:00+03:00,2018-04-17T20:00:00+03:00
2207,4615,2017-11-04T10:00:00+03:00,2017-11-04T14:00:00+03:00
2208,4616,2017-11-04T10:00:00+03:00,2017-11-04T14:00:00+03:00
2209,4617,2017-11-04T10:00:00+03:00,2017-11-04T14:00:00+03:00
2210,4618,2017-11-04T14:00:00+03:00,2017-11-04T18:00:00+03:00
2211,4619,2017-11-04T14:00:00+03:00,2017-11-04T18:00:00+03:00
2212,4620,2017-11-04T14:00:00+03:00,2017-11-04T18:00:00+03:00
2213,4621,2017-11-05T10:00:00+03:00,2017-11-05T14:00:00+03:00
2214,4622,2017-11-05T10:00:00+03:00,2017-11-05T14:00:00+03:00
2215,4623,2017-11-05T10:00:00+03:00,2017-11-05T14:00:00+03:00
2216,4624,2017-11-05T14:00:00+03:00,2017-11-05T18:00:00+03:00
